Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (g),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Meta: _custom_product_text_field
variable,PARENT-4-17033,Stellar Spark Dangler Earrings,1,0,visible,Category: Earrings | 0.64 ct diamonds | 5.848438399999999g gold,"<img class=""alignnone size-medium wp-image-2822"" src=""https://rareregalia.com/wp-content/uploads/2025/07/17033-R3-300x300.jpg"" alt="""" width=""300"" height=""300"" /><br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.64 carats<br>• Count: 22 diamonds<br>• Shapes: nan<br>• Quality: nan<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 5.848438399999999 grams<br>• Purity: 18kt<br>",,,taxable,,1,,,0,0,5.85,,,,1,,,,Earrings,"Yellow Gold, Earrings, nan Quality, nan Diamond",,https://rareregalia.com/wp-content/uploads/2025/07/17033-Y3.jpg,,,,,,,,,0,Metal Type,Yellow Gold,1,1,Yellow Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: nan | Gold Weight: 5.848438399999999g | Gold Purity: 18kt | Diamond Weight: 0.64 ct | Diamond Count: 22 | Diamond Shapes: nan | Diamond Quality: nan
variation,17033-Ye-11,Stellar Spark Dangler Earrings - Yellow Gold 14kt,1,0,visible,,Metal: Yellow Gold 14kt | Gold Weight: 5.848438399999999g | Diamond Weight: 0.64 carats,,,taxable,,1,10,2,0,0,5.85,,,,0,,,,,,,https://rareregalia.com/wp-content/uploads/2025/07/17033-Y3.jpg,,,PARENT-4-17033,,,,,,0,Metal Type,Yellow Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: nan | Gold Weight: 5.848438399999999g | Gold Purity: 18kt | Diamond Weight: 0.64 ct | Diamond Count: 22 | Diamond Shapes: nan | Diamond Quality: nan
variable,PARENT-40-1201,Luna Frame Pendant,1,0,visible,Category: Pendants | 0.14 ct diamonds | 1.61g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.14 carats<br>• Count: 21 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 1.61 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,1.61,,,,1,,,14980.0 - 17878.0,Pendants,"VS Quality, Round Diamond, Rose Gold, Pendants",,"https://rareregalia.com/wp-content/uploads/2025/07/1201-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC - P 1201 | Gold Weight: 1.61g | Gold Purity: 18kt | Diamond Weight: 0.14 ct | Diamond Count: 21 | Diamond Shapes: Round | Diamond Quality: VS
variation,1201-Ro-231,Luna Frame Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.61g | Diamond Weight: 0.14 carats,,,taxable,,1,10,2,0,0,1.61,,,,0,,,15463.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1201-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R4.jpg",,,PARENT-40-1201,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1201 | Gold Weight: 1.61g | Gold Purity: 18kt | Diamond Weight: 0.14 ct | Diamond Count: 21 | Diamond Shapes: Round | Diamond Quality: VS
variation,1201-Ro-232,Luna Frame Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.61g | Diamond Weight: 0.14 carats,,,taxable,,1,10,2,0,0,1.61,,,,0,,,17878.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1201-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R4.jpg",,,PARENT-40-1201,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1201 | Gold Weight: 1.61g | Gold Purity: 18kt | Diamond Weight: 0.14 ct | Diamond Count: 21 | Diamond Shapes: Round | Diamond Quality: VS
variation,1201-Ro-233,Luna Frame Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.61g | Diamond Weight: 0.14 carats,,,taxable,,1,10,2,0,0,1.61,,,,0,,,15463.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1201-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R4.jpg",,,PARENT-40-1201,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1201 | Gold Weight: 1.61g | Gold Purity: 18kt | Diamond Weight: 0.14 ct | Diamond Count: 21 | Diamond Shapes: Round | Diamond Quality: VS
variation,1201-Ro-234,Luna Frame Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.61g | Diamond Weight: 0.14 carats,,,taxable,,1,10,2,0,0,1.61,,,,0,,,17878.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1201-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R4.jpg",,,PARENT-40-1201,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1201 | Gold Weight: 1.61g | Gold Purity: 18kt | Diamond Weight: 0.14 ct | Diamond Count: 21 | Diamond Shapes: Round | Diamond Quality: VS
variation,1201-Ro-235,Luna Frame Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.61g | Diamond Weight: 0.14 carats,,,taxable,,1,10,2,0,0,1.61,,,,0,,,15463.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1201-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R4.jpg",,,PARENT-40-1201,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1201 | Gold Weight: 1.61g | Gold Purity: 18kt | Diamond Weight: 0.14 ct | Diamond Count: 21 | Diamond Shapes: Round | Diamond Quality: VS
variation,1201-Ro-236,Luna Frame Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.61g | Diamond Weight: 0.14 carats,,,taxable,,1,10,2,0,0,1.61,,,,0,,,14980.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1201-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1201-R4.jpg",,,PARENT-40-1201,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1201 | Gold Weight: 1.61g | Gold Purity: 18kt | Diamond Weight: 0.14 ct | Diamond Count: 21 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-41-1203,Solara Link Pendant,1,0,visible,Category: Pendants | 0.12 ct diamonds | 1.5g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.12 carats<br>• Count: 1 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 1.5 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,1.5,,,,1,,,14250.0 - 16500.0,Pendants,"VS Quality, Round Diamond, Rose Gold, Pendants",,"https://rareregalia.com/wp-content/uploads/2025/07/1203-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC - P 1203 | Gold Weight: 1.5g | Gold Purity: 18kt | Diamond Weight: 0.12 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1203-Ro-237,Solara Link Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.5g | Diamond Weight: 0.12 carats,,,taxable,,1,10,2,0,0,1.5,,,,0,,,14250.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1203-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R4.jpg",,,PARENT-41-1203,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1203 | Gold Weight: 1.5g | Gold Purity: 18kt | Diamond Weight: 0.12 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1203-Ro-238,Solara Link Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.5g | Diamond Weight: 0.12 carats,,,taxable,,1,10,2,0,0,1.5,,,,0,,,16500.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1203-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R4.jpg",,,PARENT-41-1203,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1203 | Gold Weight: 1.5g | Gold Purity: 18kt | Diamond Weight: 0.12 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1203-Ro-239,Solara Link Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.5g | Diamond Weight: 0.12 carats,,,taxable,,1,10,2,0,0,1.5,,,,0,,,14250.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1203-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R4.jpg",,,PARENT-41-1203,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1203 | Gold Weight: 1.5g | Gold Purity: 18kt | Diamond Weight: 0.12 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1203-Ro-240,Solara Link Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.5g | Diamond Weight: 0.12 carats,,,taxable,,1,10,2,0,0,1.5,,,,0,,,16500.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1203-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R4.jpg",,,PARENT-41-1203,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1203 | Gold Weight: 1.5g | Gold Purity: 18kt | Diamond Weight: 0.12 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1203-Ro-241,Solara Link Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.5g | Diamond Weight: 0.12 carats,,,taxable,,1,10,2,0,0,1.5,,,,0,,,14250.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1203-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R4.jpg",,,PARENT-41-1203,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1203 | Gold Weight: 1.5g | Gold Purity: 18kt | Diamond Weight: 0.12 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1203-Ro-242,Solara Link Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.5g | Diamond Weight: 0.12 carats,,,taxable,,1,10,2,0,0,1.5,,,,0,,,16500.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1203-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1203-R4.jpg",,,PARENT-41-1203,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1203 | Gold Weight: 1.5g | Gold Purity: 18kt | Diamond Weight: 0.12 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-42-1204,Vertaire Pendant,1,0,visible,Category: Pendants | 0.07 ct diamonds | 1.55g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.07 carats<br>• Count: 7 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 1.55 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,1.55,,,,1,,,13915.0 - 16240.0,Pendants,"VS Quality, Round Diamond, Rose Gold, Pendants",,"https://rareregalia.com/wp-content/uploads/2025/07/1204-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC - P 1204 | Gold Weight: 1.55g | Gold Purity: 18kt | Diamond Weight: 0.07 ct | Diamond Count: 7 | Diamond Shapes: Round | Diamond Quality: VS
variation,1204-Ro-243,Vertaire Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.55g | Diamond Weight: 0.07 carats,,,taxable,,1,10,2,0,0,1.55,,,,0,,,13915.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1204-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R4.jpg",,,PARENT-42-1204,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1204 | Gold Weight: 1.55g | Gold Purity: 18kt | Diamond Weight: 0.07 ct | Diamond Count: 7 | Diamond Shapes: Round | Diamond Quality: VS
variation,1204-Ro-244,Vertaire Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.55g | Diamond Weight: 0.07 carats,,,taxable,,1,10,2,0,0,1.55,,,,0,,,16240.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1204-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R4.jpg",,,PARENT-42-1204,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1204 | Gold Weight: 1.55g | Gold Purity: 18kt | Diamond Weight: 0.07 ct | Diamond Count: 7 | Diamond Shapes: Round | Diamond Quality: VS
variation,1204-Ro-245,Vertaire Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.55g | Diamond Weight: 0.07 carats,,,taxable,,1,10,2,0,0,1.55,,,,0,,,13915.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1204-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R4.jpg",,,PARENT-42-1204,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1204 | Gold Weight: 1.55g | Gold Purity: 18kt | Diamond Weight: 0.07 ct | Diamond Count: 7 | Diamond Shapes: Round | Diamond Quality: VS
variation,1204-Ro-246,Vertaire Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.55g | Diamond Weight: 0.07 carats,,,taxable,,1,10,2,0,0,1.55,,,,0,,,16240.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1204-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R4.jpg",,,PARENT-42-1204,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1204 | Gold Weight: 1.55g | Gold Purity: 18kt | Diamond Weight: 0.07 ct | Diamond Count: 7 | Diamond Shapes: Round | Diamond Quality: VS
variation,1204-Ro-247,Vertaire Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.55g | Diamond Weight: 0.07 carats,,,taxable,,1,10,2,0,0,1.55,,,,0,,,13915.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1204-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R4.jpg",,,PARENT-42-1204,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1204 | Gold Weight: 1.55g | Gold Purity: 18kt | Diamond Weight: 0.07 ct | Diamond Count: 7 | Diamond Shapes: Round | Diamond Quality: VS
variation,1204-Ro-248,Vertaire Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 1.55g | Diamond Weight: 0.07 carats,,,taxable,,1,10,2,0,0,1.55,,,,0,,,16240.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1204-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1204-R4.jpg",,,PARENT-42-1204,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1204 | Gold Weight: 1.55g | Gold Purity: 18kt | Diamond Weight: 0.07 ct | Diamond Count: 7 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-43-1207,Lustre Loop Pendant,1,0,visible,Category: Pendants | 0.34 ct diamonds | 2.43g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.34 carats<br>• Count: 1 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 2.43 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,2.43,,,,1,,,25269.0 - 28914.0,Pendants,"VS Quality, Round Diamond, Rose Gold, Pendants",,"https://rareregalia.com/wp-content/uploads/2025/07/1207-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC - P 1207 | Gold Weight: 2.43g | Gold Purity: 18kt | Diamond Weight: 0.34 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1207-Ro-249,Lustre Loop Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 2.43g | Diamond Weight: 0.34 carats,,,taxable,,1,10,2,0,0,2.43,,,,0,,,25269.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1207-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R4.jpg",,,PARENT-43-1207,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1207 | Gold Weight: 2.43g | Gold Purity: 18kt | Diamond Weight: 0.34 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1207-Ro-250,Lustre Loop Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 2.43g | Diamond Weight: 0.34 carats,,,taxable,,1,10,2,0,0,2.43,,,,0,,,28914.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1207-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R4.jpg",,,PARENT-43-1207,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1207 | Gold Weight: 2.43g | Gold Purity: 18kt | Diamond Weight: 0.34 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1207-Ro-251,Lustre Loop Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 2.43g | Diamond Weight: 0.34 carats,,,taxable,,1,10,2,0,0,2.43,,,,0,,,25269.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1207-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R4.jpg",,,PARENT-43-1207,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1207 | Gold Weight: 2.43g | Gold Purity: 18kt | Diamond Weight: 0.34 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1207-Ro-252,Lustre Loop Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 2.43g | Diamond Weight: 0.34 carats,,,taxable,,1,10,2,0,0,2.43,,,,0,,,28914.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1207-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R4.jpg",,,PARENT-43-1207,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1207 | Gold Weight: 2.43g | Gold Purity: 18kt | Diamond Weight: 0.34 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1207-Ro-253,Lustre Loop Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 2.43g | Diamond Weight: 0.34 carats,,,taxable,,1,10,2,0,0,2.43,,,,0,,,25269.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1207-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R4.jpg",,,PARENT-43-1207,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1207 | Gold Weight: 2.43g | Gold Purity: 18kt | Diamond Weight: 0.34 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variation,1207-Ro-254,Lustre Loop Pendant - Rose Gold 14kt,1,0,visible,,Metal: Rose Gold 14kt | Gold Weight: 2.43g | Diamond Weight: 0.34 carats,,,taxable,,1,10,2,0,0,2.43,,,,0,,,28914.0,,,,"https://rareregalia.com/wp-content/uploads/2025/07/1207-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1207-R4.jpg",,,PARENT-43-1207,,,,,,0,Metal Type,Rose Gold,0,1,,Metal Karat,14kt,0,1,,,,0,1,,Style Number: DOC - P 1207 | Gold Weight: 2.43g | Gold Purity: 18kt | Diamond Weight: 0.34 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
variable,PARENT-44-1208,Aurelia Halo Pendant,1,0,visible,Category: Pendants | 0.26 ct diamonds | 2.75g gold,<br><br><strong>Diamond Details:</strong><br>• Total Weight: 0.26 carats<br>• Count: 1 diamonds<br>• Shapes: Round<br>• Quality: VS<br><br><br><strong>Gold Specifications:</strong><br>• Weight: 2.75 grams<br>• Purity: 18kt<br>,,,taxable,,1,,,0,0,2.75,,,,1,,,28025.0 - 32150.0,Pendants,"VS Quality, Round Diamond, Rose Gold, Pendants",,"https://rareregalia.com/wp-content/uploads/2025/07/1208-R1.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1208-R2.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1208-R3.jpg, https://rareregalia.com/wp-content/uploads/2025/07/1208-R4.jpg",,,,,,,,,0,Metal Type,Rose Gold,1,1,Rose Gold,Metal Karat,14kt,1,1,14kt,,,0,1,,Style Number: DOC - P 1208 | Gold Weight: 2.75g | Gold Purity: 18kt | Diamond Weight: 0.26 ct | Diamond Count: 1 | Diamond Shapes: Round | Diamond Quality: VS
